Torbens_MetaG_Dir_Name	taxon_oid	Domain	Sequencing_Status	Study_Name	Genome_Name_/_Sample_Name	Sequencing_Center	IMG_Genome_ID	JGI_Project_ID_/_ITS_SP_ID	Geographic_Location	GOLD_Ecosystem	GOLD_Ecosystem_Category	GOLD_Ecosystem_Subtype	GOLD_Ecosystem_Type	GOLD_Sequencing_Depth	GOLD_Sequencing_Quality	GOLD_Sequencing_Status	GOLD_Sequencing_Strategy	GOLD_Specific_Ecosystem	Habitat	Latitude	Longitude	Genome_Size_assembled	Gene_Count_assembled
1040298	3300003221	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO21-B	DOE Joint Genome Institute (JGI)	3300003221	1040298	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	1023459	3414
1040301	3300026741	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO21-C (SPAdes)	DOE Joint Genome Institute (JGI)	3300026741	1040301	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	21146901	69465
1040304	3300026713	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO21-D (SPAdes)	DOE Joint Genome Institute (JGI)	3300026713	1040304	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	14624499	49453
1040307	3300003229	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO21-E	DOE Joint Genome Institute (JGI)	3300003229	1040307	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	258930	840
1040310	3300026715	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO22-A (SPAdes)	DOE Joint Genome Institute (JGI)	3300026715	1040310	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	16736043	56847
1040313	3300003226	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO22-B	DOE Joint Genome Institute (JGI)	3300003226	1040313	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	1560099	4992
1040316	3300026802	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO22-C (SPAdes)	DOE Joint Genome Institute (JGI)	3300026802	1040316	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	34836368	92819
1040319	3300026766	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO22-D (SPAdes)	DOE Joint Genome Institute (JGI)	3300026766	1040319	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	25781940	79948
1040322	3300003231	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-SCHO22-E	DOE Joint Genome Institute (JGI)	3300003231	1040322	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	224825	744
1040325	3300003236	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G01K1-12	DOE Joint Genome Institute (JGI)	3300003236	1040325	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	473197	1495
1040328	3300026748	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G05K1-12 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026748	1040328	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	21265268	70562
1040331	3300003237	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G06K1-12	DOE Joint Genome Institute (JGI)	3300003237	1040331	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	354926	1199
1040334	3300003209	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G07K1-12	DOE Joint Genome Institute (JGI)	3300003209	1040334	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	168996	560
1040337	3300003212	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G08K1-12	DOE Joint Genome Institute (JGI)	3300003212	1040337	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	515448	1701
1040340	3300003206	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G01.2K2-12	DOE Joint Genome Institute (JGI)	3300003206	1040340	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	430025	1310
1040343	3300003208	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G06K2-12	DOE Joint Genome Institute (JGI)	3300003208	1040343	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	332618	1131
1040346	3300026756	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G10K2-12 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026756	1040346	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	23090149	77130
1040349	3300026754	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G01K3-12 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026754	1040349	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	20461439	69973
1040352	3300026758	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G06K4-12 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026758	1040352	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	22752531	73211
1040355	3300003213	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G10K4-12	DOE Joint Genome Institute (JGI)	3300003213	1040355	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	4474255	10776
1040358	3300003204	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G01K5-12	DOE Joint Genome Institute (JGI)	3300003204	1040358	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	202152	642
1040361	3300026884	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G05K5-12 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026884	1040361	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	45306747	147421
1040364	3300026757	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G06K5-12 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026757	1040364	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	21236983	72401
1040367	3300026787	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G09K5-12 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026787	1040367	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	25809101	87208
1040370	3300026788	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G07.2A5-10 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026788	1040370	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	14163197	49732
1040373	3300026818	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G05A2-11 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026818	1040373	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	29167064	96601
1040376	3300003356	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G06A2a-11	DOE Joint Genome Institute (JGI)	3300003356	1040376	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	106567	360
1040379	3300003357	*Microbiome	Permanent Draft	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)	Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-G05.2A3-11	DOE Joint Genome Institute (JGI)	3300003357	1040379	Wisconsin, United States	Environmental	Terrestrial	Unclassified	Soil		Level 1: Standard Draft	Complete	Metagenome	Agricultural land	Soil	43.3	-89.38	295299	1032
